"_id","propertyId","propertyType","reservationStartDate","reservationEndDate","numberOfReservationDays","isTheReservationOver","tenant","__v"
"684c129302ec8bd9263a7fb7","684c124db1e0125c6d6daf9c","House","2025-05-19T11:59:15.442Z","2025-05-24T11:59:15.442Z",5,true,"684c124cb1e0125c6d6dae43",0
"684c129302ec8bd9263a7fbb","684c124db1e0125c6d6daf9d","Hotel","2025-05-19T11:59:15.614Z","2025-05-23T11:59:15.614Z",4,true,"684c124cb1e0125c6d6dae2e",0
"684c129302ec8bd9263a7fbf","684c124db1e0125c6d6dafa1","House","2025-05-30T11:59:15.769Z","2025-06-02T11:59:15.769Z",3,true,"684c124cb1e0125c6d6dad51",0
"684c129302ec8bd9263a7fc3","684c124db1e0125c6d6dafa2","House","2025-05-21T11:59:15.919Z","2025-05-25T11:59:15.919Z",4,true,"684c124cb1e0125c6d6dad85",0
"684c129402ec8bd9263a7fc7","684c124db1e0125c6d6dafa3","House","2025-05-13T11:59:16.068Z","2025-05-18T11:59:16.068Z",5,true,"684c124cb1e0125c6d6dad46",0
"684c129402ec8bd9263a7fcb","684c124db1e0125c6d6dafa4","Hotel","2025-06-07T11:59:16.234Z","2025-06-11T11:59:16.234Z",4,true,"684c124cb1e0125c6d6dae17",0
"684c129402ec8bd9263a7fcf","684c124db1e0125c6d6dafa8","Hotel","2025-05-25T11:59:16.392Z","2025-05-29T11:59:16.392Z",4,true,"684c124cb1e0125c6d6dac6b",0
"684c129402ec8bd9263a7fd3","684c124db1e0125c6d6dafac","House","2025-05-25T11:59:16.539Z","2025-05-29T11:59:16.539Z",4,true,"684c124cb1e0125c6d6dade7",0
"684c129402ec8bd9263a7fd7","684c124db1e0125c6d6dafad","House","2025-05-22T11:59:16.690Z","2025-05-25T11:59:16.690Z",3,true,"684c124cb1e0125c6d6dad1b",0
"684c129402ec8bd9263a7fdb","684c124db1e0125c6d6dafae","House","2025-05-20T11:59:16.846Z","2025-05-23T11:59:16.846Z",3,true,"684c124cb1e0125c6d6dad0d",0
"684c129402ec8bd9263a7fdf","684c124db1e0125c6d6dafaf","House","2025-05-18T11:59:16.997Z","2025-05-22T11:59:16.997Z",4,true,"684c124cb1e0125c6d6dad19",0
"684c129502ec8bd9263a7fe3","684c124db1e0125c6d6dafb0","Hotel","2025-05-25T11:59:17.149Z","2025-05-27T11:59:17.149Z",2,true,"684c124cb1e0125c6d6dacc9",0
"684c129502ec8bd9263a7fe7","684c124db1e0125c6d6dafb4","Hotel","2025-05-28T11:59:17.299Z","2025-06-02T11:59:17.299Z",5,true,"684c124cb1e0125c6d6dae2d",0
"684c129502ec8bd9263a7feb","684c124db1e0125c6d6dafb8","House","2025-06-02T11:59:17.463Z","2025-06-06T11:59:17.463Z",4,true,"684c124cb1e0125c6d6dad07",0
"684c129502ec8bd9263a7fef","684c124db1e0125c6d6dafb9","Hotel","2025-05-27T11:59:17.618Z","2025-05-30T11:59:17.618Z",3,true,"684c124cb1e0125c6d6dad21",0
"684c129502ec8bd9263a7ff3","684c124db1e0125c6d6dafbd","House","2025-05-21T11:59:17.772Z","2025-05-25T11:59:17.772Z",4,true,"684c124cb1e0125c6d6dadc8",0
"684c129502ec8bd9263a7ff7","684c124db1e0125c6d6dafbe","Hotel","2025-05-16T11:59:17.920Z","2025-05-20T11:59:17.920Z",4,true,"684c124cb1e0125c6d6dadbc",0
"684c129602ec8bd9263a7ffb","684c124db1e0125c6d6dafc2","House","2025-06-03T11:59:18.069Z","2025-06-06T11:59:18.069Z",3,true,"684c124cb1e0125c6d6dae4f",0
"684c129602ec8bd9263a7fff","684c124db1e0125c6d6dafc3","Hotel","2025-05-12T11:59:18.218Z","2025-05-16T11:59:18.218Z",4,true,"684c124cb1e0125c6d6dac81",0
"684c129602ec8bd9263a8003","684c124db1e0125c6d6dafc7","House","2025-05-23T11:59:18.369Z","2025-05-27T11:59:18.369Z",4,true,"684c124cb1e0125c6d6dacd6",0
"684c129602ec8bd9263a8007","684c124db1e0125c6d6dafc8","Hotel","2025-05-25T11:59:18.520Z","2025-05-29T11:59:18.520Z",4,true,"684c124cb1e0125c6d6dadb2",0
"684c129602ec8bd9263a800b","684c124db1e0125c6d6dafcc","Hotel","2025-06-04T11:59:18.676Z","2025-06-06T11:59:18.676Z",2,true,"684c124cb1e0125c6d6dac75",0
"684c129602ec8bd9263a800f","684c124db1e0125c6d6dafd0","House","2025-05-19T11:59:18.832Z","2025-05-21T11:59:18.832Z",2,true,"684c124cb1e0125c6d6dae04",0
"684c129602ec8bd9263a8013","684c124db1e0125c6d6dafd1","Hotel","2025-05-16T11:59:18.992Z","2025-05-19T11:59:18.992Z",3,true,"684c124cb1e0125c6d6dadc5",0
"684c129702ec8bd9263a8017","684c124db1e0125c6d6dafd5","House","2025-05-29T11:59:19.156Z","2025-06-02T11:59:19.156Z",4,true,"684c124cb1e0125c6d6dad88",0
"684c129702ec8bd9263a801b","684c124db1e0125c6d6dafd6","House","2025-06-04T11:59:19.307Z","2025-06-08T11:59:19.307Z",4,true,"684c124cb1e0125c6d6dacdb",0
"684c129702ec8bd9263a801f","684c124db1e0125c6d6dafd7","Hotel","2025-05-22T11:59:19.468Z","2025-05-26T11:59:19.468Z",4,true,"684c124cb1e0125c6d6dad60",0
"684c129702ec8bd9263a8023","684c124db1e0125c6d6dafdb","Hotel","2025-05-15T11:59:19.638Z","2025-05-20T11:59:19.638Z",5,true,"684c124cb1e0125c6d6dad8b",0
"684c129702ec8bd9263a8027","684c124db1e0125c6d6dafdf","House","2025-06-09T11:59:19.789Z","2025-06-12T11:59:19.789Z",3,true,"684c124cb1e0125c6d6dad0c",0
"684c129702ec8bd9263a802b","684c124db1e0125c6d6dafe0","Hotel","2025-06-06T11:59:19.940Z","2025-06-10T11:59:19.940Z",4,true,"684c124cb1e0125c6d6dacd3",0
"684c129802ec8bd9263a802f","684c124db1e0125c6d6dafe4","House","2025-05-10T11:59:20.096Z","2025-05-15T11:59:20.096Z",5,true,"684c124cb1e0125c6d6dae34",0
"684c129802ec8bd9263a8033","684c124db1e0125c6d6dafe5","House","2025-05-12T11:59:20.245Z","2025-05-16T11:59:20.245Z",4,true,"684c124cb1e0125c6d6dadb9",0
"684c129802ec8bd9263a8037","684c124db1e0125c6d6dafe6","House","2025-05-15T11:59:20.403Z","2025-05-19T11:59:20.403Z",4,true,"684c124cb1e0125c6d6dacbb",0
"684c129802ec8bd9263a803b","684c124db1e0125c6d6dafe7","House","2025-05-14T11:59:20.556Z","2025-05-17T11:59:20.556Z",3,true,"684c124cb1e0125c6d6dae4c",0
"684c129802ec8bd9263a803f","684c124db1e0125c6d6dafe8","House","2025-06-08T11:59:20.709Z","2025-06-10T11:59:20.709Z",2,true,"684c124cb1e0125c6d6dada0",0
"684c129802ec8bd9263a8043","684c124db1e0125c6d6dafe9","House","2025-05-20T11:59:20.861Z","2025-05-24T11:59:20.861Z",4,true,"684c124cb1e0125c6d6dac83",0
"684c129902ec8bd9263a8047","684c124db1e0125c6d6dafea","Hotel","2025-05-25T11:59:21.014Z","2025-05-29T11:59:21.014Z",4,true,"684c124cb1e0125c6d6dadfe",0
"684c129902ec8bd9263a804b","684c124db1e0125c6d6dafee","House","2025-05-31T11:59:21.171Z","2025-06-04T11:59:21.171Z",4,true,"684c124cb1e0125c6d6dacbd",0
"684c129902ec8bd9263a804f","684c124db1e0125c6d6dafef","House","2025-05-14T11:59:21.321Z","2025-05-19T11:59:21.321Z",5,true,"684c124cb1e0125c6d6dad38",0
"684c129902ec8bd9263a8053","684c124db1e0125c6d6daff0","House","2025-05-21T11:59:21.495Z","2025-05-25T11:59:21.495Z",4,true,"684c124cb1e0125c6d6dade7",0
"684c129902ec8bd9263a8057","684c124db1e0125c6d6daff1","Hotel","2025-05-19T11:59:21.643Z","2025-05-22T11:59:21.643Z",3,true,"684c124cb1e0125c6d6dae16",0
"684c129902ec8bd9263a805b","684c124db1e0125c6d6daff5","Hotel","2025-06-04T11:59:21.797Z","2025-06-06T11:59:21.797Z",2,true,"684c124cb1e0125c6d6dac91",0
"684c129902ec8bd9263a805f","684c124db1e0125c6d6daff9","House","2025-05-26T11:59:21.948Z","2025-05-30T11:59:21.948Z",4,true,"684c124cb1e0125c6d6dae38",0
"684c129a02ec8bd9263a8063","684c124db1e0125c6d6daffa","Hotel","2025-05-13T11:59:22.102Z","2025-05-16T11:59:22.102Z",3,true,"684c124cb1e0125c6d6dad11",0
"684c129a02ec8bd9263a8067","684c124db1e0125c6d6daffe","Hotel","2025-06-10T11:59:22.254Z","2025-06-12T11:59:22.254Z",2,true,"684c124cb1e0125c6d6dad84",0
"684c129a02ec8bd9263a806b","684c124db1e0125c6d6db002","Hotel","2025-05-12T11:59:22.413Z","2025-05-16T11:59:22.413Z",4,true,"684c124cb1e0125c6d6dada7",0
"684c129a02ec8bd9263a806f","684c124db1e0125c6d6db006","House","2025-05-31T11:59:22.573Z","2025-06-05T11:59:22.573Z",5,true,"684c124cb1e0125c6d6dac68",0
"684c129a02ec8bd9263a8073","684c124db1e0125c6d6db007","House","2025-05-19T11:59:22.727Z","2025-05-22T11:59:22.727Z",3,true,"684c124cb1e0125c6d6dacf6",0
"684c129a02ec8bd9263a8077","684c124db1e0125c6d6db008","Hotel","2025-05-09T11:59:22.878Z","2025-05-14T11:59:22.878Z",5,true,"684c124cb1e0125c6d6dad0b",0
"684c129b02ec8bd9263a807b","684c124db1e0125c6d6db00c","Hotel","2025-05-31T11:59:23.032Z","2025-06-05T11:59:23.032Z",5,true,"684c124cb1e0125c6d6dacdd",0
"684c129b02ec8bd9263a807f","684c124db1e0125c6d6db010","Hotel","2025-05-24T11:59:23.204Z","2025-05-26T11:59:23.204Z",2,true,"684c124cb1e0125c6d6dadfa",0
"684c129b02ec8bd9263a8083","684c124db1e0125c6d6db014","Hotel","2025-05-23T11:59:23.355Z","2025-05-27T11:59:23.355Z",4,true,"684c124cb1e0125c6d6dae16",0
"684c129b02ec8bd9263a8087","684c124db1e0125c6d6db018","Hotel","2025-05-27T11:59:23.506Z","2025-06-01T11:59:23.506Z",5,true,"684c124cb1e0125c6d6dadf8",0
"684c129b02ec8bd9263a808b","684c124db1e0125c6d6db01c","Hotel","2025-05-19T11:59:23.660Z","2025-05-23T11:59:23.660Z",4,true,"684c124cb1e0125c6d6dac69",0
"684c129b02ec8bd9263a808f","684c124db1e0125c6d6db020","Hotel","2025-05-22T11:59:23.818Z","2025-05-24T11:59:23.818Z",2,true,"684c124cb1e0125c6d6dad49",0
"684c129b02ec8bd9263a8093","684c124db1e0125c6d6db024","Hotel","2025-06-04T11:59:23.994Z","2025-06-07T11:59:23.994Z",3,true,"684c124cb1e0125c6d6dadcd",0
"684c129c02ec8bd9263a8097","684c124db1e0125c6d6db028","House","2025-06-02T11:59:24.146Z","2025-06-06T11:59:24.146Z",4,true,"684c124cb1e0125c6d6dad0f",0
"684c129c02ec8bd9263a809b","684c124db1e0125c6d6db029","House","2025-05-25T11:59:24.296Z","2025-05-27T11:59:24.296Z",2,true,"684c124cb1e0125c6d6dace4",0
"684c129c02ec8bd9263a809f","684c124db1e0125c6d6db02a","House","2025-05-12T11:59:24.446Z","2025-05-17T11:59:24.446Z",5,true,"684c124cb1e0125c6d6dacdd",0
"684c129c02ec8bd9263a80a3","684c124db1e0125c6d6db02b","House","2025-05-23T11:59:24.598Z","2025-05-27T11:59:24.598Z",4,true,"684c124cb1e0125c6d6dad79",0
"684c129c02ec8bd9263a80a7","684c124db1e0125c6d6db02c","House","2025-05-13T11:59:24.745Z","2025-05-17T11:59:24.745Z",4,true,"684c124cb1e0125c6d6dad2e",0
"684c129c02ec8bd9263a80ab","684c124db1e0125c6d6db02d","House","2025-05-14T11:59:24.903Z","2025-05-18T11:59:24.903Z",4,true,"684c124cb1e0125c6d6dad34",0
"684c129d02ec8bd9263a80af","684c124db1e0125c6d6db02e","House","2025-05-23T11:59:25.060Z","2025-05-26T11:59:25.060Z",3,true,"684c124cb1e0125c6d6dad7c",0
"684c129d02ec8bd9263a80b3","684c124db1e0125c6d6db02f","House","2025-05-25T11:59:25.223Z","2025-05-30T11:59:25.223Z",5,true,"684c124cb1e0125c6d6dad66",0
"684c129d02ec8bd9263a80b7","684c124db1e0125c6d6db030","House","2025-05-20T11:59:25.371Z","2025-05-23T11:59:25.371Z",3,true,"684c124cb1e0125c6d6dadd0",0
"684c129d02ec8bd9263a80bb","684c124db1e0125c6d6db031","House","2025-05-25T11:59:25.522Z","2025-05-30T11:59:25.522Z",5,true,"684c124cb1e0125c6d6dacec",0
"684c129d02ec8bd9263a80bf","684c124db1e0125c6d6db032","House","2025-06-02T11:59:25.672Z","2025-06-07T11:59:25.672Z",5,true,"684c124cb1e0125c6d6dadb7",0
"684c129d02ec8bd9263a80c3","684c124db1e0125c6d6db033","House","2025-06-05T11:59:25.822Z","2025-06-10T11:59:25.822Z",5,true,"684c124cb1e0125c6d6dae52",0
"684c129d02ec8bd9263a80c7","684c124db1e0125c6d6db034","Hotel","2025-05-17T11:59:25.978Z","2025-05-22T11:59:25.978Z",5,true,"684c124cb1e0125c6d6dad8a",0
"684c129e02ec8bd9263a80cb","684c124db1e0125c6d6db038","Hotel","2025-05-16T11:59:26.133Z","2025-05-19T11:59:26.133Z",3,true,"684c124cb1e0125c6d6dad9e",0
"684c129e02ec8bd9263a80cf","684c124db1e0125c6d6db03c","Hotel","2025-06-08T11:59:26.281Z","2025-06-12T11:59:26.281Z",4,true,"684c124cb1e0125c6d6dae28",0
"684c129e02ec8bd9263a80d3","684c124db1e0125c6d6db040","Hotel","2025-05-26T11:59:26.432Z","2025-05-30T11:59:26.432Z",4,true,"684c124cb1e0125c6d6dac93",0
"684c129e02ec8bd9263a80d7","684c124db1e0125c6d6db044","Hotel","2025-05-20T11:59:26.589Z","2025-05-24T11:59:26.589Z",4,true,"684c124cb1e0125c6d6dae4a",0
"684c129e02ec8bd9263a80db","684c124db1e0125c6d6db048","Hotel","2025-05-17T11:59:26.742Z","2025-05-20T11:59:26.742Z",3,true,"684c124cb1e0125c6d6dae54",0
"684c129e02ec8bd9263a80df","684c124db1e0125c6d6db04c","House","2025-05-11T11:59:26.891Z","2025-05-15T11:59:26.891Z",4,true,"684c124cb1e0125c6d6dacdb",0
"684c129f02ec8bd9263a80e3","684c124db1e0125c6d6db04d","Hotel","2025-05-10T11:59:27.043Z","2025-05-14T11:59:27.043Z",4,true,"684c124cb1e0125c6d6dadc2",0
"684c129f02ec8bd9263a80e7","684c124db1e0125c6d6db051","House","2025-05-21T11:59:27.200Z","2025-05-25T11:59:27.200Z",4,true,"684c124cb1e0125c6d6dacbe",0
"684c129f02ec8bd9263a80eb","684c124db1e0125c6d6db052","House","2025-05-16T11:59:27.350Z","2025-05-18T11:59:27.350Z",2,true,"684c124cb1e0125c6d6dad03",0
"684c129f02ec8bd9263a80ef","684c124db1e0125c6d6db053","House","2025-06-03T11:59:27.515Z","2025-06-05T11:59:27.515Z",2,true,"684c124cb1e0125c6d6dacba",0
"684c129f02ec8bd9263a80f3","684c124db1e0125c6d6db054","Hotel","2025-05-13T11:59:27.670Z","2025-05-18T11:59:27.670Z",5,true,"684c124cb1e0125c6d6dac78",0
"684c129f02ec8bd9263a80f7","684c124db1e0125c6d6db058","Hotel","2025-05-17T11:59:27.817Z","2025-05-20T11:59:27.817Z",3,true,"684c124cb1e0125c6d6dad31",0
"684c129f02ec8bd9263a80fb","684c124db1e0125c6d6db05c","House","2025-05-13T11:59:27.967Z","2025-05-17T11:59:27.967Z",4,true,"684c124cb1e0125c6d6dae19",0
"684c12a002ec8bd9263a80ff","684c124db1e0125c6d6db05d","Hotel","2025-05-15T11:59:28.116Z","2025-05-20T11:59:28.116Z",5,true,"684c124cb1e0125c6d6dad5a",0
"684c12a002ec8bd9263a8103","684c124db1e0125c6d6db061","House","2025-05-30T11:59:28.270Z","2025-06-04T11:59:28.270Z",5,true,"684c124cb1e0125c6d6dac77",0
"684c12a002ec8bd9263a8107","684c124db1e0125c6d6db062","Hotel","2025-05-26T11:59:28.421Z","2025-05-31T11:59:28.421Z",5,true,"684c124cb1e0125c6d6dadfe",0
"684c12a002ec8bd9263a810b","684c124db1e0125c6d6db066","House","2025-06-02T11:59:28.570Z","2025-06-06T11:59:28.570Z",4,true,"684c124cb1e0125c6d6dac95",0
"684c12a002ec8bd9263a810f","684c124db1e0125c6d6db067","House","2025-06-06T11:59:28.784Z","2025-06-09T11:59:28.784Z",3,true,"684c124cb1e0125c6d6dadc5",0
"684c12a002ec8bd9263a8113","684c124db1e0125c6d6db068","House","2025-05-27T11:59:28.956Z","2025-05-31T11:59:28.956Z",4,true,"684c124cb1e0125c6d6dad51",0
"684c12a102ec8bd9263a8117","684c124db1e0125c6d6db069","House","2025-05-14T11:59:29.169Z","2025-05-18T11:59:29.169Z",4,true,"684c124cb1e0125c6d6dad0d",0
"684c12a102ec8bd9263a811b","684c124db1e0125c6d6db06a","Hotel","2025-05-12T11:59:29.320Z","2025-05-16T11:59:29.320Z",4,true,"684c124cb1e0125c6d6dadf9",0
"684c12a102ec8bd9263a811f","684c124db1e0125c6d6db06e","Hotel","2025-05-25T11:59:29.489Z","2025-05-28T11:59:29.489Z",3,true,"684c124cb1e0125c6d6dace8",0
"684c12a102ec8bd9263a8123","684c124db1e0125c6d6db072","Hotel","2025-05-12T11:59:29.641Z","2025-05-16T11:59:29.641Z",4,true,"684c124cb1e0125c6d6dad73",0
"684c12a102ec8bd9263a8127","684c124db1e0125c6d6db076","House","2025-06-05T11:59:29.801Z","2025-06-10T11:59:29.801Z",5,true,"684c124cb1e0125c6d6dad69",0
"684c12a102ec8bd9263a812b","684c124db1e0125c6d6db077","Hotel","2025-05-30T11:59:29.950Z","2025-06-03T11:59:29.950Z",4,true,"684c124cb1e0125c6d6dae04",0
"684c12a202ec8bd9263a812f","684c124db1e0125c6d6db07b","House","2025-05-15T11:59:30.101Z","2025-05-18T11:59:30.101Z",3,true,"684c124cb1e0125c6d6dad96",0
"684c12a202ec8bd9263a8133","684c124db1e0125c6d6db07c","House","2025-05-12T11:59:30.256Z","2025-05-16T11:59:30.256Z",4,true,"684c124cb1e0125c6d6dad81",0
"684c12a202ec8bd9263a8137","684c124db1e0125c6d6db07d","House","2025-05-18T11:59:30.412Z","2025-05-22T11:59:30.412Z",4,true,"684c124cb1e0125c6d6dae3c",0
"684c12a202ec8bd9263a813b","684c124db1e0125c6d6db07e","House","2025-05-19T11:59:30.581Z","2025-05-24T11:59:30.581Z",5,true,"684c124cb1e0125c6d6dace4",0
"684c12a202ec8bd9263a813f","684c124db1e0125c6d6db07f","Hotel","2025-05-27T11:59:30.742Z","2025-06-01T11:59:30.742Z",5,true,"684c124cb1e0125c6d6dadbc",0
"684c12a202ec8bd9263a8143","684c124db1e0125c6d6db083","House","2025-06-07T11:59:30.895Z","2025-06-09T11:59:30.895Z",2,true,"684c124cb1e0125c6d6daddd",0
"684c12a302ec8bd9263a8147","684c124db1e0125c6d6db084","Hotel","2025-05-18T11:59:31.051Z","2025-05-21T11:59:31.051Z",3,true,"684c124cb1e0125c6d6dac83",0
"684c12a302ec8bd9263a814b","684c124db1e0125c6d6db088","Hotel","2025-06-04T11:59:31.208Z","2025-06-08T11:59:31.208Z",4,true,"684c124cb1e0125c6d6dac73",0
"684c12a302ec8bd9263a814f","684c124db1e0125c6d6db08c","House","2025-05-11T11:59:31.357Z","2025-05-15T11:59:31.357Z",4,true,"684c124cb1e0125c6d6dac83",0
"684c12a302ec8bd9263a8153","684c124db1e0125c6d6db08d","House","2025-05-21T11:59:31.505Z","2025-05-23T11:59:31.505Z",2,true,"684c124cb1e0125c6d6dacd6",0
"684c12a302ec8bd9263a8157","684c124db1e0125c6d6db08e","House","2025-05-15T11:59:31.654Z","2025-05-18T11:59:31.654Z",3,true,"684c124cb1e0125c6d6dad68",0
"684c12a302ec8bd9263a815b","684c124db1e0125c6d6db08f","Hotel","2025-06-01T11:59:31.810Z","2025-06-05T11:59:31.810Z",4,true,"684c124cb1e0125c6d6dae46",0
"684c12a302ec8bd9263a815f","684c124db1e0125c6d6db093","House","2025-05-26T11:59:31.962Z","2025-05-31T11:59:31.962Z",5,true,"684c124cb1e0125c6d6daded",0
"684c12a402ec8bd9263a8163","684c124db1e0125c6d6db094","Hotel","2025-06-07T11:59:32.111Z","2025-06-10T11:59:32.111Z",3,true,"684c124cb1e0125c6d6dadf8",0
"684c12a402ec8bd9263a8167","684c124db1e0125c6d6db098","House","2025-05-31T11:59:32.273Z","2025-06-04T11:59:32.273Z",4,true,"684c124cb1e0125c6d6dacde",0
"684c12a402ec8bd9263a816b","684c124db1e0125c6d6db099","Hotel","2025-06-02T11:59:32.422Z","2025-06-06T11:59:32.422Z",4,true,"684c124cb1e0125c6d6dadb9",0
"684c12a402ec8bd9263a816f","684c124db1e0125c6d6db09d","House","2025-05-25T11:59:32.580Z","2025-05-28T11:59:32.580Z",3,true,"684c124cb1e0125c6d6dacba",0
"684c12a402ec8bd9263a8173","684c124db1e0125c6d6db09e","House","2025-05-30T11:59:32.731Z","2025-06-03T11:59:32.731Z",4,true,"684c124cb1e0125c6d6dadd6",0
"684c12a402ec8bd9263a8177","684c124db1e0125c6d6db09f","Hotel","2025-06-04T11:59:32.881Z","2025-06-08T11:59:32.881Z",4,true,"684c124cb1e0125c6d6dadfc",0
"684c12a502ec8bd9263a817b","684c124db1e0125c6d6db0a3","House","2025-05-14T11:59:33.032Z","2025-05-17T11:59:33.032Z",3,true,"684c124cb1e0125c6d6dad89",0
"684c12a502ec8bd9263a817f","684c124db1e0125c6d6db0a4","House","2025-06-04T11:59:33.181Z","2025-06-09T11:59:33.181Z",5,true,"684c124cb1e0125c6d6dad24",0
"684c12a502ec8bd9263a8183","684c124db1e0125c6d6db0a5","Hotel","2025-06-03T11:59:33.332Z","2025-06-06T11:59:33.332Z",3,true,"684c124cb1e0125c6d6dad5f",0
"684c12a502ec8bd9263a8187","684c124db1e0125c6d6db0a9","Hotel","2025-06-03T11:59:33.481Z","2025-06-05T11:59:33.481Z",2,true,"684c124cb1e0125c6d6daddd",0
"684c12a502ec8bd9263a818b","684c124db1e0125c6d6db0ad","House","2025-06-03T11:59:33.631Z","2025-06-08T11:59:33.631Z",5,true,"684c124cb1e0125c6d6dad71",0
"684c12a502ec8bd9263a818f","684c124db1e0125c6d6db0ae","Hotel","2025-06-01T11:59:33.784Z","2025-06-03T11:59:33.784Z",2,true,"684c124cb1e0125c6d6dadcf",0
"684c12a502ec8bd9263a8193","684c124db1e0125c6d6db0b2","Hotel","2025-05-24T11:59:33.931Z","2025-05-26T11:59:33.931Z",2,true,"684c124cb1e0125c6d6dad1d",0
"684c12a602ec8bd9263a8197","684c124db1e0125c6d6db0b6","House","2025-05-29T11:59:34.088Z","2025-06-03T11:59:34.088Z",5,true,"684c124cb1e0125c6d6dac9f",0
"684c12a602ec8bd9263a819b","684c124db1e0125c6d6db0b7","House","2025-05-15T11:59:34.247Z","2025-05-18T11:59:34.247Z",3,true,"684c124cb1e0125c6d6dac71",0
"684c12a602ec8bd9263a819f","684c124db1e0125c6d6db0b8","House","2025-05-10T11:59:34.403Z","2025-05-14T11:59:34.403Z",4,true,"684c124cb1e0125c6d6dac85",0
"684c12a602ec8bd9263a81a3","684c124db1e0125c6d6db0b9","Hotel","2025-05-12T11:59:34.551Z","2025-05-16T11:59:34.551Z",4,true,"684c124cb1e0125c6d6daca9",0
"684c12a602ec8bd9263a81a7","684c124db1e0125c6d6db0bd","Hotel","2025-06-02T11:59:34.701Z","2025-06-05T11:59:34.701Z",3,true,"684c124cb1e0125c6d6dacb6",0
"684c12a602ec8bd9263a81ab","684c124db1e0125c6d6db0c1","House","2025-05-18T11:59:34.851Z","2025-05-22T11:59:34.851Z",4,true,"684c124cb1e0125c6d6dad5f",0
"684c12a702ec8bd9263a81af","684c124db1e0125c6d6db0c2","House","2025-05-13T11:59:35.000Z","2025-05-15T11:59:35.000Z",2,true,"684c124cb1e0125c6d6dad55",0
"684c12a702ec8bd9263a81b3","684c124db1e0125c6d6db0c3","House","2025-05-14T11:59:35.151Z","2025-05-18T11:59:35.151Z",4,true,"684c124cb1e0125c6d6dae22",0
"684c12a702ec8bd9263a81b7","684c124db1e0125c6d6db0c4","House","2025-05-24T11:59:35.300Z","2025-05-27T11:59:35.300Z",3,true,"684c124cb1e0125c6d6dadce",0
"684c12a702ec8bd9263a81bb","684c124db1e0125c6d6db0c5","House","2025-05-24T11:59:35.454Z","2025-05-28T11:59:35.454Z",4,true,"684c124cb1e0125c6d6dad41",0
"684c12a702ec8bd9263a81bf","684c124db1e0125c6d6db0c6","House","2025-05-15T11:59:35.605Z","2025-05-18T11:59:35.605Z",3,true,"684c124cb1e0125c6d6dad2a",0
"684c12a702ec8bd9263a81c3","684c124db1e0125c6d6db0c7","Hotel","2025-05-31T11:59:35.752Z","2025-06-02T11:59:35.752Z",2,true,"684c124cb1e0125c6d6dadc8",0
"684c12a702ec8bd9263a81c7","684c124db1e0125c6d6db0cb","Hotel","2025-06-01T11:59:35.906Z","2025-06-04T11:59:35.906Z",3,true,"684c124cb1e0125c6d6dac7a",0
"684c12a802ec8bd9263a81cb","684c124db1e0125c6d6db0cf","Hotel","2025-05-31T11:59:36.057Z","2025-06-02T11:59:36.057Z",2,true,"684c124cb1e0125c6d6dad4e",0
"684c12a802ec8bd9263a81cf","684c124db1e0125c6d6db0d3","Hotel","2025-06-03T11:59:36.213Z","2025-06-06T11:59:36.213Z",3,true,"684c124cb1e0125c6d6dad85",0
"684c12a802ec8bd9263a81d3","684c124db1e0125c6d6db0d7","Hotel","2025-05-30T11:59:36.364Z","2025-06-04T11:59:36.364Z",5,true,"684c124cb1e0125c6d6dae26",0
"684c12a802ec8bd9263a81d7","684c124db1e0125c6d6db0db","Hotel","2025-05-30T11:59:36.514Z","2025-06-01T11:59:36.514Z",2,true,"684c124cb1e0125c6d6dae0e",0
"684c12a802ec8bd9263a81db","684c124db1e0125c6d6db0df","House","2025-05-29T11:59:36.667Z","2025-06-03T11:59:36.667Z",5,true,"684c124cb1e0125c6d6dacdb",0
"684c12a802ec8bd9263a81df","684c124db1e0125c6d6db0e0","Hotel","2025-05-23T11:59:36.817Z","2025-05-25T11:59:36.817Z",2,true,"684c124cb1e0125c6d6dad42",0
"684c12a802ec8bd9263a81e3","684c124db1e0125c6d6db0e4","House","2025-05-15T11:59:36.970Z","2025-05-18T11:59:36.970Z",3,true,"684c124cb1e0125c6d6dacaf",0
"684c12a902ec8bd9263a81e7","684c124db1e0125c6d6db0e5","House","2025-05-30T11:59:37.117Z","2025-06-04T11:59:37.117Z",5,true,"684c124cb1e0125c6d6dadc3",0
"684c12a902ec8bd9263a81eb","684c124db1e0125c6d6db0e6","Hotel","2025-05-16T11:59:37.273Z","2025-05-20T11:59:37.273Z",4,true,"684c124cb1e0125c6d6dad49",0
"684c12a902ec8bd9263a81ef","684c124db1e0125c6d6db0ea","House","2025-05-20T11:59:37.431Z","2025-05-22T11:59:37.431Z",2,true,"684c124cb1e0125c6d6dad12",0
"684c12a902ec8bd9263a81f3","684c124db1e0125c6d6db0eb","House","2025-05-26T11:59:37.582Z","2025-05-29T11:59:37.582Z",3,true,"684c124cb1e0125c6d6dacb6",0
"684c12a902ec8bd9263a81f7","684c124db1e0125c6d6db0ec","Hotel","2025-05-31T11:59:37.743Z","2025-06-03T11:59:37.743Z",3,true,"684c124cb1e0125c6d6dac64",0
"684c12a902ec8bd9263a81fb","684c124db1e0125c6d6db0f0","House","2025-05-17T11:59:37.894Z","2025-05-22T11:59:37.894Z",5,true,"684c124cb1e0125c6d6dac76",0
